name,affiliated_committee_name,committee_id
REPUBLICAN FAMILEY VALUES POLITICAL ACTION COMMITTE,,C00597708
"1-800 CONTACTS, INC. PAC","1-800 CONTACTS, INC.",C00621912
HP INC. POLITICAL ACTION COMMITTEE,HP INC.,C00626648
CMOC MINING USA PAC,CMOC MINING USA,C00661322
US RENAL CARE PAC,US RENAL CARE,C00639260
OPTION CARE HEALTH INC. PAC,OPTION CARE HEALTH INC.,C00668384
"ALNYLAM PHARMACEUTICALS, INC. POLITICAL ACTION COMMITTEE (ALNYLAM PAC)","ALNYLAM PHARMACEUTICALS, INC.",C00670331
APL MARITIME LTD POLITICAL ACTION COMMITTEE,"APL MARITIME, LTD",C00699058
PART THE RED SEA,PART THE RED SEA INC.,C00754481
IROBOT CORPORATION PAC,IROBOT CORPORATION,C00760447
SCHOOL FIRSTS COMMITTEE,SCHOOL FIRSTS LLC,C00773770
"PTC THERAPEUTICS, INC. POLITICAL ACTION COMMITTEE (PTC-PAC)","PTC THERAPEUTICS, INC.",C00717900
BOOZ ALLEN HAMILTON INC. PAC (BOOZ ALLEN PAC),BOOZ ALLEN HAMILTON INC.,C00709816
"ANNALY CAPITAL MANAGEMENT, INC. POLITICAL ACTION COMMITTEE","ANNALY CAPITAL MANAGEMENT, INC.",C00666719
SHIRE HOLDINGS US AG POLITICAL ACTION COMMITTEE AKA SHIRE PAC,SHIRE HOLDINGS US AG,C00578336
AVISTA EMPLOYEES FOR EFFECTIVE GOVERNMENT,AVISTA EMPLOYEES FOR EFFECTIVE GOVERNMENT,C00041038
CMS ENERGY CORPORATION EMPLOYEES FOR BETTER GOVERNMENT- FEDERAL,CMS ENERGY CORPORATION,C00075473
EXXON MOBIL CORPORATION POLITICAL ACTION COMMITTEE (EXXONMOBIL PAC),EXXON MOBIL CORPORATION,C00121368
ALLIANT ENERGY CORPORATION EMPLOYEE'S POLITICAL ACTION COMM,ALLIANT ENERGY CORPORATION,C00132092
"ILLINOIS FEDERATION FOR RIGHT TO LIFE, INC PAC",NONE,C00141341
"GANNETT FLEMING, INC  PAC","GANNETT FLEMING, INC.",C00141382
THE BOEING COMPANY POLITICAL ACTION COMMITTEE,THE BOEING COMPANY,C00142711
CENTENE CORPORATION POLITICAL ACTION COMMITTEE (CENTENE PAC),CENTENE CORPORATION,C00397851
"WAWA, INC. POLITICAL ACTION COMMITTEE","WAWA, INC. POLITICAL ACTION COMMITTEE",C00148510
BACARDI U S A INC POLITICAL ACTION COMMITTEE,BACARDI U S A INC POLITICAL ACTION COMMITTEE,C00160838
EMPLOYERS MUTUAL CASUALTY COMPANY COMMITTEE FOR RESPONSIBLE FEDERAL GOVERNMENT,EMC INSURANCE COMPANIES,C00163873
KENTUCKY PRO-LIFE POLITICAL ACTION COMMITTEE,KENTUCKY RIGHT-TO-LIFE ASS'N INC,C00164004
1ST SOURCE CORPORATION POLITICAL ACTION COMMITTEE,1ST SOURCE CORPORATION,C00181529
ERICKSON & SEDERSTROM P C POLITICAL ACTION COMMITTEE,"ERICKSON & SEDERSTROM, P C",C00183426
"VOYA FINANCIAL, INC., POLITICAL ACTION COMMITTEE (VOYA FINANCIAL PAC)","VOYA FINANCIAL, INC.",C00184028
TWDC ENTERPRISES 18 CORP. EMPLOYEES PAC (AKA 'THE WALT DISNEY COMPANY EMPLOYEES PAC' OR 'DISNEY PAC'),WALT DISNEY PRODUCTIONS,C00197749
THE HERSHEY COMPANY POLITICAL ACTION COMMITTEE,THE HERSHEY COMPANY,C00200139
FARMERS GRAIN TERMINAL INC POLITICAL ACTION COMMITTEE,FARMERS GRAIN TERMINAL INC,C00200675
PRIME POLICY GROUP LLC/BURSON COHN & WOLFE POLITICAL ACTION COMMITTEE,BURSON COHN & WOLFE,C00201863
NEWMONT CORPORATION PAC (NEWPAC),NEWMONT CORPORATION,C00206672
TCF FINANCIAL CORPORATION PAC,TCF FINANCIAL CORPORATION PAC,C00218263
GRAYROBINSON P.A. POLITICAL ACTION COMMITTEE,GRAYROBINSON P.A.,C00224790
MCGUIREWOODS FEDERAL PAC,NONE,C00225342
LOS ANGELES COUNTY LINCOLN CLUB,,C00248658
APACHE CORPORATION POLITICAL ACTION COMMITTE (APACHEPAC),APACHE CORPORATION,C00279224
ARIZONA ORTHOPAEDIC SOCIETY POLITIAL ACTION COMMITTEE,NONE,C00279836
SUEZ WATER INC. FEDERAL PAC,SUEZ WATER INC.,C00280156
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION VOLUNTARY POLITICAL ACTION COMMITTEE,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,C00300418
EXPRESS SERVICES INC PAC,,C00302240
PRA GROUP INC. POLITICAL ACTION COMMITTEE (PRA GROUP PAC),"PRA GROUP, INC.",C00700377
TRANS UNION LLC POLITICAL ACTION COMMITTEE,TRANSUNION LLC,C00313700
VT HALTER MARINE INC POLITICAL ACTION COMMITTEE,NONE,C00321802
NOVA CHEMICALS INC & NOVA CHEMICALS SRVCS INC COMMITTEE FOR POLITICAL ACTION & ENGAGEMENT,NOVA CHEMICALS INC & NOVA CHEMICALS SRVCS INC COMMITTEE FOR POLITICAL ACTION & ENGAGEMENT,C00335000
MASCO POLITICAL ACTION COMMITTEE,MASCO CORPORATION,C00341289
OLSSON FRANK WEEDA TERMAN MATZ PC PAC,OLSSON FRANK WEEDA TERMAN MATZ PC,C00359687
IDT CORPORATION PAC ('IDT PAC'),IDT CORPORATION PAC ('IDT PAC'),C00367383
MINERALS TECHNOLOGIES INC. POLITICAL ACTION COMMITTEE (MTI PAC),MINERALS TECHNOLOGIES INC,C00378067
CIT GROUP INC PAC (CIT PAC),CIT GROUP INC.,C00379420
WSFS FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE,WSFS FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE,C00380816
EXELON CORPORATION-PEPCO HOLDINGS INC. POLITICAL ACTION COMMITTEE (PHI PAC),EXELON CORPORATION,C00385849
PIEDMONT STONE CENTER PLLC POLITICAL ACTION COMMITTEE,PIEDMONT STONE CENTER PLLC POLITICAL ACTION COMMITTEE,C00387696
MCDONALD HOPKINS LLC PAC,MCDONALD HOPKINS LLC,C00394460
LAS VEGAS SANDS CORP. POLITICAL ACTION COMMITTEE (SANDS PAC),LAS VEGAS SANDS CORP.,C00399642
CUNA MUTUAL HOLDING COMPANY POLITICAL ACTION COMMITTEE (CUNA MUTUAL PAC),CUNA MUTUAL HOLDING COMPANY,C00402107
SERCO INC. POLITICAL ACTION COMMITTEE (SERCO PAC),SERCO INC.,C00402669
BLUE CROSS BLUE SHIELD OF SOUTH CAROLINA FEDERAL GOVERNMENT PROGRAMS,BLUE CROSS BLUE SHIELD OF SOUTH CAROLINA,C00406850
MB FINANCIAL INC POLITICAL ACTION COMMITTEE,"MB FINANCIAL, INC.",C00414508
ERICKSON INCORPORATED HELICOPTERS FOR AMERICA,"ERICKSON, INCORPORATED",C00706218
CHARTER COMMUNICATIONS INC. POLITICAL ACTION COMMITTEE,CHARTER COMMUNICATIONS INC.,C00426775
LENOVO (UNITED STATES) INC. NON-PARTISAN CMTE FOR GOOD GOVT (LENOVOPAC),LENOVO (UNITED STATES) INC. NON-PARTISAN CMTE FOR GOOD GOVT (LENOVOPAC),C00435602
CARESOURCE MANAGEMENT SERVICES CO. PAC,CARESOURCE MANAGEMENT SERVICES CO.,C00424879
RGA REINSURANCE COMPANY FEDERAL PAC,RGA REINSURANCE COMPANY,C00461129
INTUITIVE SURGICAL INC PAC,NONE,C00462622
EXPEDIA INC POLITICAL ACTION COMMITEE,"EXPEDIA, INC.",C00462879
JACKSON LEWIS P.C. POLITICAL ACTION COMMITTEE,JACKSON LEWIS P.C.,C00482570
KEURIG DR PEPPER INC. PAC,KEURIG DR PEPPER INC.,C00484451
ONCOR POLITICAL ACTION COMMITTEE OF ONCOR ELECTRIC DELIVERY ADMINISTRATION CORP.,ONCOR ELECTRIC DELIVERY ADMINISTRATION CORP.,C00487447
FIRST SOLAR INC. POLITICAL ACTION COMMITTEE,FIRST SOLAR INC.,C00489534
METLIFE INC. EMPLOYEES' POLITICAL PARTICIPATION FUND A - FEDERAL ONLY,METLIFE INC.,C00493551
MASIMO CORPORATION POLITICAL ACTION COMMITTEE,MASIMO CORPORATION,C00493940
UNIVERSAL TECHNICAL INSTITUTE INC. PAC (UTIPAC),UNIVERSAL TECHNICAL INSTITUTE INC. PAC (UTIPAC),C00497545
"AUSTAL USA, LLC FEDERAL POLITICAL ACTION COMMITTEE","AUSTAL HOLDINGS, INC.",C00516864
ARDENT LEGACY HOLDINGS LLC FEDERAL PAC,ARDENT LEGACY HOLDINGS LLC,C00550392
GLOBAL ATLANTIC FINANCIAL GROUP LIMITED POLITICAL ACTION COMMITTEE,GLOBAL ATLANTIC FINANCIAL GROUP LIMITED POLITICAL ACTION COMMITTEE,C00572479
"CANCER TREATMENT CENTERS OF AMERICA GLOBAL, INC. POLITICAL ACTION COMMITTEE","CANCER TREATMENT CENTERS OF AMERICA GLOBAL, INC.",C00580787
PEN - LINK LTD PAC (PEN-LINK PAC),PEN-LINK LTD,C00581744
"AMERICAN RENAL ASSOCIATES HOLDINGS, INC. POLITICAL ACTION COMMITTEE (A.K.A. AMERICAN RENAL PAC)","AMERICAN RENAL ASSOCIATES HOLDINGS, INC.",C00623819
"HORIZON THERAPEUTICS USA, INC. POLITICAL ACTION COMMITTEE (HORIZON THERAPEUTICS PAC)","HORIZON THERAPEUTICS USA, INC.",C00624148
PLUMBING HEATING COOLINGCONTRACTORS OF MASSACHUSETTS PAC,,C00641076
"DOCUMENT STORAGE SYSTEMS, INC. (DSS PAC)","DOCUMENT STORAGE SYSTEMS, INC. (DSS PAC)",C00683334
VIVINT SOLAR INC. POLITICAL ACTION COMMITTEE,VIVINT SOLAR INC.,C00683383
PATTERN ENERGY GROUP INC. PAC (PATTERN PAC),PATTERN ENERGY GROUP INC.,C00686949
"PROTEUS DIGITAL HEALTH, INC. PAC (PROTEUS PAC)","PROTEUS DIGITAL HEALTH, INC.",C00692814
"ORGANOGENESIS INC. POLITICAL ACTION COMMITTEE, A/K/A ORGANOPAC",ORGANOGENESIS INC.,C00732271
"TENABLE, INC. POLITICAL ACTION COMMITTEE (TENABLE PAC)","TENABLE, INC.",C00718056
COLORADO COMMON SENSE COUNTY LEADERSHIP,COLORADO COMMON SENSE COUNTY LEADERSHIP,C00745091
TABACALERA USA INC. POLITICAL ACTION COMMITTEE,TABACALERA USA INC.,C00778183
ORGANON & CO. EMPLOYEE POLITICAL ACTION COMMITTEE,"MERCK & CO., INC., EMPLOYEES POLITICAL ACTION COMMITTEE (MERCK PAC)",C00780171
EMPOWER - A GREAT-WEST LIFE & ANNUITY INSURANCE COMPANY POLITICAL ACTION COMMITTEE ('EMPOWER PAC'),GREAT - WEST LIFE & ANNUITY INSURANCE COMPANY,C00571125
"MITSUBISHI POWER AMERICAS, INC. POLITICAL ACTION COMMITTEE","MITSUBISHI HITACHI POWER SYSTEMS AMERICAS, INC",C00565309
ULTRA ELECTRONICS USA GROUP INC POLITICAL ACTION COMMITTEE,"ULTRA ELECTRONICS USA GROUP, INC.",C00558668
ALLIANCE DATA SYSTEMS CORPORATION PAC,ALLIANCE DATA SYSTEMS CORPORATION,C00551812
CHENEGA CORPORATION PAC (CHENEGA PAC),CHENEGA CORPORATION,C00549865
"LYFT, INC. FEDERAL EMPLOYEE POLITICAL ACTION COMMITTEE","LYFT, INC.",C00743823
"PRUDENTIAL FINANCIAL, INC. STATE & FEDERAL POLITICAL ACTION COMMITTEE (AKA PRUDENTIAL STATE & FEDERAL PAC)","PRUDENTIAL FINANCIAL, INC.",C00493304
LIBERTY MARITIME CORPORATION PAC,LIBERTY MARITIME CORPORATION,C00485466
BROADRIDGE FINANCIAL SOLUTIONS PAC,BROADRIDGE FINANCIAL SOLUTIONS,C00478107
COX ENTERPRISES PAC (COXPAC) INC.,COX ENTERPRISES INC.,C00477653
"BOARDWALK GP, LLC PUBLIC AFFAIRS COMMITTEE (BOARDWALK PUBLIC AFFAIRS COMMITTEE)","BOARDWALK GP, LLC",C00473082
IGT GLOBAL SOLUTIONS CORPORATION (IGT) PAC,IGT GLOBAL SOLUTIONS CORPORATION,C00473025
CNL FINANCIAL GROUP INC POLITICIAL ACTION COMMITTEE,CNL FINANCIAL GROUP INC POLITICIAL ACTION COMMITTEE,C00454314
R AND L CARRIERS INC FEDERAL PAC,R & L CARRIERS INC,C00446831
"GLOBAL PAYMENTS, INC. PAC (GLOBAL PAYMENTS PAC)","GLOBAL PAYMENTS, INC.",C00441980
AMSTED INDUSTRIES INCORPORATED PAC,AMSTED INDUSTRIES INCORPORATED,C00438358
SUNRISE MEDICAL (US) LLC POLITICAL ACTION COMMITTEE,,C00436097
PATRIOTIC PEOPLES PARTY,PATRIOTIC PROGRESSIVE AMERICAN PEOPLES PARTY (PPP),C00749887
"AMERICAN ROLL-ON ROLL-OFF CARRIER GROUP, INC. FREEDOM PAC / ARC FREEDOM PAC","AMERICAN ROLL-ON ROLL-OFF CARRIER GROUP, INC.",C00432963
"MOLINA HEALTHCARE, INC. PAC",MOLINA HEALTHCARE INC,C00430256
OSI SYSTEMS INC PAC OSI PAC,OSI SYSTEMS INC.,C00414896
"RENT-A-CENTER, INC. GOOD GOVERNMENT POLITICAL ACTION COMMITTEE","RENT-A-CENTER, INC.",C00410324
WASHINGTON RESOURCE ASSOCIATES INC PAC,NONE,C00408906
FIRST HORIZON CORPORATION LA FED PAC,FIRST HORIZON CORPORATION,C00406066
"RPM INTERNATIONAL INC. MANUFACTURING IN AMERICA PAC, DBA RPM MANUFACTURING IN AMERICA PAC",RPM INTERNATIONAL INC.,C00402081
UNIVERSAL MUSIC GROUP EMPLOYEE ACTION FUND,UNIVERSAL MUSIC GROUP,C00392464
"POPULUS FINANCIAL GROUP, INC. PAC","POPULUS FINANCIAL GROUP, INC.",C00392290
UPFIELD US INC. POLITICAL ACTION COMMITTEE,"UPFIELD US, INC.",C00752980
"BIOGEN, INC. POLITICAL ACTION COMMITTEE A.K.A. 'BIOGEN PAC'","BIOGEN, INC.",C00390351
"RED GOLD, INC. POLITICAL ACTION COMMITTEE",RED GOLD INC,C00390112
"US ECOLOGY, INC. POLITICAL ACTION COMMITTEE (USE PAC)","US ECOLOGY, INC. POLITICAL ACTION COMMITTEE (USE PAC)",C00375782
ANDEAVOR LLC POLITICAL ACTION COMMITTEE,ANDEAVOR,C00358366
BROOKFIELD PROPERTIES RETAIL INC. PAC,BROOKFIELD PROPERTIES RETAIL INC.,C00345355
VIATRIS INC. POLITICAL ACTION COMMITTEE (VIAPAC),VIATRIS INC.,C00332395
AUTONATION INC POLITICAL ACTION COMMITTEE,REPUBLIC INDUSTRIES INC,C00330514
YUM BRANDS INC. GOOD GOVERNMENT FUND,YUM BRANDS INC.,C00329474
SCHOTTENSTEIN STORES CORPORATION PAC,SCHOTTENSTEIN STORES CORPORATION,C00327155
THE AMALGAMATED SUGAR COMPANY LLC POLITICAL ACTION COMMITTEE,SNAKE RIVER SUGAR COMPANY POLITICAL ACTION COMMITTEE,C00326868
BEYOND FINANCE EMPLOYEE POLITICAL ACTION COMMITTEE,BEYOND FINANCE LLC,C00781963
BEN E KEITH COMPANY FEDERAL PAC,BEN E KEITH COMPANY,C00781955
"MARY TAYLOR SHELBY, PAC",SMACC,C00742122
INDIVISIBLE CHICAGO ALLIANCE POLITICAL ACTION COMMITTEE,INDIVISIBLE CHICAGO ALLIANCE,C00737882
HAWKEYE 360 EMPLOYEE ACTION FUND,HAWKEYE 360,C00737114
LINCOLN CLUB OF NORTHERN CALIFORNIA FEDERAL PAC,LINCOLN CLUB OF NORTHERN CALIFORNIA,C00148882
"ARAMARK SERVICES, INC. PAC (ARAMARK PAC)","ARAMARK SERVICES, INC.",C00157677
"BLUEBIRD BIO, INC. POLITICAL ACTION COMMITTEE (D/B/A BLUEBIRD BIO PAC)","BLUEBIRD BIO, INC.",C00662064
UNITED SERVICES AUTOMOBILE ASSOCIATION EMPLOYEE PAC - USAA EMPLOYEE PAC,UNITED SERVICES AUTOMOBILE ASSOCIATION,C00164145
PG&E CORPORATION EMPLOYEES ENERGYPAC,PG&E CORPORATION,C00177469
SOUTHWESTERN ENERGY COMPANY POLITICAL ACTION COMMITTEE,SOUTHWESTERN ENERGY COMPANY,C00190652
HALFF ASSOCIATES FED PAC,,C00212803
"HOLCIM (US) INC., AGGREGATE INDUSTRIES MGMT., INC. AND FIRESTONE BLDG. PRODUCTS EMPLOYEES PAC (A/K/A LAFARGEHOLCIM USA EMPLOYEES PAC)",HOLCIM (US) INC.,C00213348
"ENTERPRISE HOLDINGS, INC. POLITICAL ACTION COMMITTEE","ENTERPRISE HOLDINGS, INC.",C00219642
WESTFIELD FEDERAL EMPLOYEE POLITICAL ACTION COMMITTEE OF OHIO FARMERS INSURANCE COMPANY,OHIO FARMERS INSURANCE COMPANY,C00376863
FEMINIST MAJORITY PAC,FEMINIST MAJORITY,C00377168
"ZURICH HOLDING COMPANY OF AMERICA INC. COMMITTEE FOR GOOD GOVERNMENT (Z-PAC, ZURICH PAC)",ZURICH HOLDING COMPANY OF AMERICA INC.,C00235036
GLOBAL MEDICAL RESPONSE INC. POLITICAL ACTION COMMITTEE,"GLOBAL MEDICAL RESPONSE, INC.",C00389585
WESTERN AND SOUTHERN LIFE INSURANCE CO POLITICAL ACTION COMMITTEE (WESTERN-SOUTHERN PAC),NONE,C00258228
UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),UNITEDHEALTH GROUP INCORPORATED,C00274431
O-I GLASS INC EMPLOYEES GOOD CITIZENSHIP FUND,O-I GLASS INC,C00034330
SAFEWAY INC. POLITICAL ACTION COMMITTEE (SAFEWAY PAC),SAFEWAY INC.,C00194084
RELYANCE BANK POLITICAL ACTION COMMITTEE - FEDERAL,RELYANCE BANK,C00278754
"TROUTMAN PEPPER HAMILTON SANDERS LLP POLITICAL ACTION COMMITTEE, INC.",NONE,C00311142
AMERICAN AIR LIQUIDE HOLDINGS INC PAC,AIR LIQUIDE USA,C00314054
"ORACLE AMERICA, INC. POLITICAL ACTION COMMITTEE (ORACLE PAC)","ORACLE AMERICA, INC.",C00323048
7 - ELEVEN INC PAC,7-ELEVEN INC,C00549717
CHURCHILL DOWNS INCORPORATED FPAC,"CHURCHILL DOWNS, INC.",C00331942
OCEAN SHIPHOLDINGS INC POLITICAL ACTION COMMITTEE,OCEAN SHIPHOLDINGS INC,C00335414
ASHTA CHEMICALS INC POLITICAL ACTION COMMITTEE,,C00335802
GRANITE CONSTRUCTION INC. EMPLOYEE PAC - GRANITEPAC,GRANITE CONSTRUCTION INC.,C00337394
GIPAC,,C00354571
DEVON ENERGY CORPORATION POLITICAL ACTION COMMITTEE (DEC PAC),DEVON ENERGY CORPORATION,C00354753
SYNGENTA CORPORATION EMPLOYEE POLITICAL ACTION COMMITTEE,SYNGENTA CORPORATION,C00363945
ONEOK INC. EMPLOYEE POLITICAL ACTION COMMITTEE,ONEOK INC.,C00215384
FIDELITY NATIONAL FINANCIAL INC PAC 2001,"FIDELITY NATIONAL FINANCIAL, INC.",C00364455
NELNET INC PAC (NELNET PAC),"NELNET, INC.",C00370015
"TERUMO BCT, INC.",NONE,C00388652
GILEAD SCIENCES INC HEALTHCARE POLICY PAC,"GILEAD SCIENCES, INC.",C00396895
"FRESENIUS MEDICAL CARE HOLDINGS, INC. POLITICAL ACTION COMMITTEE","FRESENIUS MEDICAL CARE HOLDINGS, INC.",C00401299
AMERICAN INTERNATIONAL GROUP INC. EMPLOYEE POLITICAL ACTION COMMITTEE,"AMERICAN INTERNATIONAL GROUP, INC. EMPLOYEE STATE POLITICAL ACTION COMMITTEE",C00097725
"WINDSTREAM HOLDINGS II, LLC POLITICAL ACTION COMMITTEE","WINDSTREAM HOLDINGS II, LLC",C00425975
"DUNKIN' BRANDS, INC, POLITICAL ACTION COMMITTEE (DUNKIN' PAC)","DUNKIN' BRANDS, INC.",C00431544
DUPAGE MEDICAL GROUP LTD PAC,DUPAGE MEDICAL GROUP LTD,C00435982
ERICKSON LIVING FEDERAL PAC,NONE,C00436238
CINTAS CORPORATION PARTNERS PAC,CINTAS CORPORATION,C00449165
"BROOKSHIRE BROTHERS, INC.","BROOKSHIRE BROTHERS, INC.",C00457093
"FRIENDS AND EMPLOYEES OF POLYENGINEERING, INC. POLITICAL ACTION COMMITTEE","POLYENGINEERING, INC.",C00472514
"MAGPIE PAC OF RENAISSANCE SOLUTIONS, INC.","RENAISSANCE SOLUTIONS, INC.",C00659300
UNIVERSAL HEALTH SERVICES EMPLOYEES' GOOD GOVERNMENT FUND,"PSYCHIATRIC SOLUTIONS, INC. FED PAC",C00185520
NORTHWESTERN ENERGY EMPLOYEES PAC,NORTHWESTERN ENEREGY,C00187799
GLAXOSMITHKLINE LLC PAC (GSK PAC),GLAXOSMITHKLINE LLC,C00199703
KELLY SERVICES INC POLITICAL ACTION COMMITTEE (KELLYPAC),KELLY SERVICES INC.,C00212522
"MCLANE COMPANY, INC. FEDERAL POLITICAL ACTION COMMITTEE","MCLANE COMPANY, INC",C00215558
"BABCOCK & WILCOX ENTERPRISES, INC. POLITICAL ACTION COMMITTEE","BABCOCK & WILCOX ENTERPRISES, INC.",C00577072
THE BRIBERY STOPS HERE PAC,,C00620898
ASSURED GUARANTY MUNICIPAL CORP POLITICAL ACTION COMMITTEE,ASSURED GUARANTY MUNICIPAL CORP.,C00685958
GAP INC. POLITICAL ACTION COMMITTEE; THE,GAP INC.,C00257246
MA FOR A NEW WAY,MA FOR A NEW WAY,C00732859
MEREDITH CORPORATION EMPLOYEES FUND FOR BETTER GOVERNMENT,MEREDITH CORPORATION EMPLOYEES FUND FOR BETTER GOVERNMENT,C00010520
ZENECA. INC. POLITICAL ACTION COMMITTEE (AZPAC),ZENECA INC.,C00279455
HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE,HONEYWELL INTERNATIONAL,C00096156
HOLLAND AMERICA LINE INC. PAC (HALPAC),HOLLAND AMERICA LINE INC. PAC (HALPAC),C00287714
CACI INTERNATIONAL INC POLITICAL ACTION COMMITTEE (CACI PAC),CACI INTERNATIONAL INC,C00783423
NUSTAR ENERGY L.P. (NUSTAR PAC),NUSTAR ENERGY L.P.,C00435321
DONE WITH,NONE,C00769968
BLUE ORIGIN LLC POLITICAL ACTION COMMITTEE (BLUE ORIGIN PAC),"BLUE, INC.",C00557793
FIRST HORIZON CORPORATION FEDERAL PAC,FIRST HORIZON CORPORATION,C00008151
U.S. BANCORP POLITICAL PARTICIPATION PROGRAM,U.S. BANCORP FEDERAL POLITICAL ACTION COMMITTEE,C00018036
"COMMERCE BANCSHARES, INC., PAC","COMMERCE BANCSHARES, INC.",C00072967
PEABODY ENERGY CORPORATION POLITICAL ACTION COMMITTEE  (PEABODY PAC),PEABODY ENERGY CORPORATION,C00110478
PARKER -HANNIFIN CORPORATION POLITICAL ACTION COMMITTEE,PARKER-HANNIFIN CORPORATION,C00135459
ERIE INDEMNITY COMPANY PAC - FEDERAL,ERIE INDEMNITY COMPANY,C00153577
MUFG AMERICAS HOLDINGS CORPORATION POLITICAL ACTION COMMITTEE,,C00172205
THE GUARDIAN LIFE INSURANCE COMPANY OF AMERICA POLITICAL ACTION COMMITTEE - FEDERAL (GUARDIAN LIFE P,THE GUARDIAN LIFE INSURANCE COMPANY OF AMERICA POLITICAL ACTION COMMITTEE - GENERAL (GUARDIAN LIFE P,C00173393
"JUUL LABS, INC. EMPLOYEES POLITICAL ACTION COMMITTEE (JLE PAC)","JUUL LABS, INC.",C00674242
THERMO FISHER SCIENTIFIC INC. PAC,THERMO FISHER SCIENTIFIC INC. PAC,C00292318
KOMATSU MINING CORP. POLITICAL ACTION COMMITTEE,KOMATSU MINING CORP.,C00334581
NESTLE PURINA PETCARE COMPANY POLITICAL ELECTION TEAM,NESTLE PURINA PETCARE COMPANY POLITICAL ELECTION TEAM,C00338335
PREMIER INC. EMPLOYEES' CIVIC ACTION FUND,NONE,C00346288
AMALGAMATED LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,AMALGAMATED LIFE INSURANCE COMPANY,C00369827
W R BERKLEY CORPORATION POLITICAL ACTION COMMITTEE,W.R. BERKLEY CORPORATION,C00383307
XL AMERICA INC POLITICAL ACTION COMMITTEE,X L AMERICA INC,C00388975
"WELLCARE HEALTH PLANS, INC. PAC (WELLCARE PAC)","WELLCARE HEALTH PLANS, INC.",C00390575
"BHFS-E, PC PAC (BROWNSTEIN HYATT FARBER SCHRECK POLITICAL ACTION COMMITTEE)","BHFS-E, PC",C00390583
IAP WORLDWIDE SERVICES INC. POLITICAL ACTION COMMITTEE,IAP WORLDWIDE SERVICES INC,C00414425
"CONSOLIDATED COMMUNICATIONS PAC,  INC. - FEDERAL","CONSOLIDATED COMMUNICATIONS, INC.",C00427542
SYNOVUS FINANCIAL CORP. FLORIDA FUND FOR EFFECTIVE LEADERSHIP,SYNOVUS FINANCIAL CORP.,C00437418
ADVANCED CONCEPTS AND TECHNOLOGIES INTERNATIONAL LLC POLITICAL ACTION COMMITTEE,"ADVANCED CONCEPTS AND TECHNOLOGIES INTERNATIONAL, LLC",C00448779
TRUE COMPANIES RESPONSIBLE GOVERNMENT COMMITTEE,TRUE COMPANIES,C00034728
ROCHESTER AREA RIGHT TO LIFE POLITICAL ACTION COMMITTEE,NEW YORK STATE RIGHT TO LIFE CMTE INC,C00105791
JPMORGAN CHASE & CO. PAC,JPMORGAN CHASE & CO. FEDERAL POLITICAL ACTION COMMITTEE,C00128512
KUTAK ROCK LLP POLITICAL ACTION COMMITTEE,NONE,C00160986
HEALTH CARE SERVICE CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE,HEALTH CARE SERVICE CORPORATION,C00199711
AMERICAN FIDELITY CORPORATION POLITICAL ACTION COMMITTEE,AMERICAN FIDELITY CORPORATION,C00210526
HILTON WORLDWIDE POLITICAL ACTION COMMITTEE,HILTON WORLDWIDE,C00213074
GREYHOUND LINES POLITICAL ACTION COMMITTEE,GREYHOUND LINES,C00215129
AMERICAN SYSTEMS CORPORATION POLITICAL ACTION COMMITTEE (ASC-PAC),AMERICAN SYSTEMS CORPORATION,C00215590
CHROMALLOY GAS TURBINE CORPORATION POLITICAL ACTION COMMITTEE,SEQUA CORPORATION/CHROMALLOY GAS TURBINE LLC,C00235911
COMCAST CORPORATION & NBCUNIVERSAL POLITICAL ACTION COMMITTEE - FEDERAL,COMCAST CORPORATION,C00248716
THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE,THE HOME DEPOT INC.,C00284885
RELX INC. POLITICAL ACTION COMMITTEE,RELX INC.,C00345793
"LIFEPOINT HEALTH PAC - THE PAC OF LIFEPOINT CORPORATE SERVICES, GENERAL PARTNERSHIP (LCSGP) AND FACILITIES WHICH ARE SUBSIDIARIES OF LIFEPOINT HEALTH (COLLECTIVELY LIFEPOINT)","LIFEPOINT HEALTH, INC.",C00347955
"GTT COMMUNICATIONS, INC. PAC (GTT PAC)","GTT COMMUNICATIONS, INC. PAC (GTT PAC)",C00348276
HUNTSMAN CORPORATION PAC (HUNTSMAN PAC),HUNTSMAN CORPORATION,C00363838
"DAVID VOLKERT & ASSOCIATES, INC. POLITICAL ACTION COMMITTEE ('DVA/HC PAC')","DAVID VOLKERT & ASSOCIATES, INC.",C00368902
PUBLIC SERVICE ENTERPRISE GROUP INC. POLITICAL ACTION COMMITTEE (PEGPAC),PUBLIC SERVICE ENTERPRISE GROUP INC.,C00383489
HERZOG PAC,HERZOG,C00391979
INFOCISION MANAGEMENT CORPORATION PAC,,C00407098
